NAME,index,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type,dist_to_plaque,dist_to_tau
29261,1,3018,19,905,5,13months-disease-replicate_1,DG,DG,,
29263,2,9698,13,2909,3,13months-disease-replicate_1,Oligo,Oligo1,,
29264,3,12907,21,3872,6,13months-disease-replicate_1,Oligo,Oligo1,,
29265,4,14161,21,4248,6,13months-disease-replicate_1,Oligo,Oligo1,,
29267,5,7888,24,2366,7,13months-disease-replicate_1,Astro,Astro3,,
29268,6,3277,31,983,9,13months-disease-replicate_1,DG,DG,,
29269,7,1767,25,530,7,13months-disease-replicate_1,Endo,Endo1,121.0,
29270,8,13525,32,4057,9,13months-disease-replicate_1,SMC,S4,,
29271,9,9210,26,2763,7,13months-disease-replicate_1,OPC,OPC,,
29272,10,12756,29,3826,8,13months-disease-replicate_1,Micro,Micro1,,
29273,11,18754,32,5626,9,13months-disease-replicate_1,Astro,Astro2,,
29274,12,11672,33,3501,9,13months-disease-replicate_1,Endo,Endo1,,
29275,13,3888,44,1166,13,13months-disease-replicate_1,DG,DG,136.0,20
29276,14,8002,38,2400,11,13months-disease-replicate_1,SMC,S3,,
29277,15,3115,42,934,12,13months-disease-replicate_1,DG,DG,,
29278,16,13605,41,4081,12,13months-disease-replicate_1,SMC,S5,,
29279,17,12055,74,3616,22,13months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
29280,18,8086,75,2425,22,13months-disease-replicate_1,SMC,S3,,
29281,19,9277,50,2783,15,13months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
29282,20,15752,52,4725,15,13months-disease-replicate_1,Oligo,Oligo1,,
29283,21,3440,45,1032,13,13months-disease-replicate_1,DG,DG,,123
29284,22,13006,57,3901,17,13months-disease-replicate_1,Oligo,Oligo1,,
29285,23,10036,52,3010,15,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29286,24,9349,56,2804,16,13months-disease-replicate_1,Oligo,Oligo1,,
29287,25,17551,59,5265,17,13months-disease-replicate_1,Astro,Astro2,,
29288,26,10800,57,3240,17,13months-disease-replicate_1,Oligo,Oligo3,,
29289,27,2498,47,749,14,13months-disease-replicate_1,DG,DG,,
29290,28,3529,53,1058,15,13months-disease-replicate_1,DG,DG,,97
29291,29,10213,56,3063,16,13months-disease-replicate_1,Oligo,Oligo3,,
29292,30,2871,52,861,15,13months-disease-replicate_1,DG,DG,,
29293,31,2752,61,825,18,13months-disease-replicate_1,DG,DG,,
29294,32,2378,55,713,16,13months-disease-replicate_1,DG,DG,,
29295,33,3180,69,954,20,13months-disease-replicate_1,DG,DG,,
29296,34,3019,78,905,23,13months-disease-replicate_1,DG,DG,,
29297,35,13924,101,4177,30,13months-disease-replicate_1,Oligo,Oligo1,,
29298,36,14871,92,4461,27,13months-disease-replicate_1,Oligo,Oligo1,,
29299,37,3378,88,1013,26,13months-disease-replicate_1,DG,DG,,141
29300,38,3250,109,975,32,13months-disease-replicate_1,DG,DG,,
29301,39,7725,105,2317,31,13months-disease-replicate_1,Micro,Micro2,126.0,
29302,40,12687,106,3806,31,13months-disease-replicate_1,Astro,Astro1,,
29303,41,14640,108,4392,32,13months-disease-replicate_1,Oligo,Oligo1,,
29304,42,4309,116,1292,34,13months-disease-replicate_1,Micro,Micro3,36.0,138
29305,43,6993,113,2097,33,13months-disease-replicate_1,Endo,Endo1,107.0,
29306,44,3599,110,1079,33,13months-disease-replicate_1,DG,DG,,75
29307,45,2587,84,776,25,13months-disease-replicate_1,DG,DG,,
29308,46,2413,122,723,36,13months-disease-replicate_1,DG,DG,,
29309,47,12982,123,3894,36,13months-disease-replicate_1,Oligo,Oligo1,,
29310,48,7263,124,2178,37,13months-disease-replicate_1,Micro,Micro3,39.0,
29311,49,10353,133,3105,39,13months-disease-replicate_1,Endo,Endo2,,
29312,50,2952,118,885,35,13months-disease-replicate_1,Micro,Micro2,,
29313,51,10839,133,3251,39,13months-disease-replicate_1,Inh,Lamp5,,174
29314,52,3725,136,1117,40,13months-disease-replicate_1,DG,DG,,38
29315,53,9739,143,2921,42,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29316,54,11757,135,3527,40,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29317,55,2658,111,797,33,13months-disease-replicate_1,DG,DG,,
29318,56,3129,145,938,43,13months-disease-replicate_1,DG,DG,,
29319,57,3470,165,1041,49,13months-disease-replicate_1,DG,DG,,114
29320,58,12238,157,3671,47,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29321,59,904,162,271,48,13months-disease-replicate_1,Endo,Endo2,84.0,
29322,60,12503,158,3750,47,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29323,61,2503,158,750,47,13months-disease-replicate_1,DG,DG,,
29324,62,2857,155,857,46,13months-disease-replicate_1,DG,DG,,
29325,63,3337,173,1001,51,13months-disease-replicate_1,DG,DG,,
29326,64,4242,171,1272,51,13months-disease-replicate_1,Astro,Astro3,26.0,120
29327,65,12730,164,3819,49,13months-disease-replicate_1,OPC,OPC,,
29328,66,6769,169,2030,50,13months-disease-replicate_1,Astro,Astro3,152.0,
29329,67,13919,175,4175,52,13months-disease-replicate_1,Oligo,Oligo1,,
29330,68,3048,170,914,51,13months-disease-replicate_1,DG,DG,,
29331,69,20761,174,6228,52,13months-disease-replicate_1,Endo,Endo1,,129
29332,70,14311,176,4293,52,13months-disease-replicate_1,Oligo,Oligo1,,
29333,71,2732,181,819,54,13months-disease-replicate_1,DG,DG,,
29334,72,3630,186,1089,55,13months-disease-replicate_1,DG,DG,,70
29335,73,2309,164,692,49,13months-disease-replicate_1,DG,DG,,
29336,74,6094,193,1828,57,13months-disease-replicate_1,Endo,Endo3,178.0,
29337,75,2412,199,723,59,13months-disease-replicate_1,DG,DG,,
29338,76,3542,207,1062,62,13months-disease-replicate_1,DG,DG,,97
29339,77,8234,197,2470,59,13months-disease-replicate_1,SMC,S3,,
29340,78,2209,215,662,64,13months-disease-replicate_1,DG,DG,150.0,
29341,79,2571,212,771,63,13months-disease-replicate_1,DG,DG,,
29342,80,5641,209,1692,62,13months-disease-replicate_1,Micro,Micro3,52.0,
29343,81,12149,213,3644,63,13months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
29344,82,3227,215,968,64,13months-disease-replicate_1,DG,DG,,
29345,83,5918,217,1775,65,13months-disease-replicate_1,Micro,Micro2,212.0,
29346,84,2933,218,879,65,13months-disease-replicate_1,DG,DG,,
29347,85,2808,221,842,66,13months-disease-replicate_1,DG,DG,,
29348,86,12946,230,3883,69,13months-disease-replicate_1,Micro,Micro3,,
29349,87,1745,238,523,71,13months-disease-replicate_1,Micro,Micro1,57.0,
29350,88,3152,249,945,74,13months-disease-replicate_1,DG,DG,,
29351,89,10666,236,3199,70,13months-disease-replicate_1,Inh,Pvalb,,186
29352,90,10755,249,3226,74,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,164
29353,91,6142,247,1842,74,13months-disease-replicate_1,OPC,OPC,171.0,
29354,92,14056,242,4216,72,13months-disease-replicate_1,Oligo,Oligo2,,
29355,93,323,239,96,71,13months-disease-replicate_1,SMC,S3,69.0,
29356,94,10468,247,3140,74,13months-disease-replicate_1,Endo,Endo2,,
29357,95,896,251,268,75,13months-disease-replicate_1,Astro,Astro2,98.0,
29358,96,3006,248,901,74,13months-disease-replicate_1,DG,DG,,
29359,97,20822,240,6246,72,13months-disease-replicate_1,Micro,Micro1,,122
29360,98,3687,245,1106,73,13months-disease-replicate_1,DG,DG,,65
29361,99,2459,259,737,77,13months-disease-replicate_1,DG,DG,,
29362,100,2292,268,687,80,13months-disease-replicate_1,DG,DG,,
29363,101,71,263,21,78,13months-disease-replicate_1,Micro,Micro3,40.0,
29364,102,5763,259,1728,77,13months-disease-replicate_1,Astro,Astro1,72.0,
29365,103,8408,267,2522,80,13months-disease-replicate_1,Micro,Micro1,,
29366,104,8298,259,2489,77,13months-disease-replicate_1,SMC,S3,,
29367,105,12888,265,3866,79,13months-disease-replicate_1,SMC,S3,,
29368,106,3084,276,925,82,13months-disease-replicate_1,DG,DG,,
29369,107,11012,267,3303,80,13months-disease-replicate_1,Micro,Micro1,,117
29370,108,15853,271,4755,81,13months-disease-replicate_1,Micro,Micro1,,
29371,109,2872,277,861,83,13months-disease-replicate_1,DG,DG,,
29372,110,3344,271,1003,81,13months-disease-replicate_1,DG,DG,,
29373,111,20895,288,6268,86,13months-disease-replicate_1,Astro,Astro3,,115
29374,112,376,293,112,87,13months-disease-replicate_1,Endo,Endo2,75.0,
29375,113,2674,273,802,81,13months-disease-replicate_1,DG,DG,,
29376,114,15277,285,4583,85,13months-disease-replicate_1,Oligo,Oligo1,,
29377,115,20802,295,6240,88,13months-disease-replicate_1,SMC,S1,,137
29378,116,2596,300,778,90,13months-disease-replicate_1,DG,DG,,
29379,117,3787,283,1136,84,13months-disease-replicate_1,DG,DG,150.0,57
29380,118,15097,304,4529,91,13months-disease-replicate_1,Micro,Micro1,,
29381,119,2762,302,828,90,13months-disease-replicate_1,DG,DG,,
29382,120,8526,304,2557,91,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29383,121,3576,297,1072,89,13months-disease-replicate_1,DG,DG,,101
29384,122,17253,288,5175,86,13months-disease-replicate_1,Inh,Lamp5,,
29385,123,19674,308,5902,92,13months-disease-replicate_1,Astro,Astro1,,
29386,124,14792,316,4437,94,13months-disease-replicate_1,Oligo,Oligo1,,
29387,125,243,319,72,95,13months-disease-replicate_1,Astro,Astro1,35.0,
29388,126,5228,320,1568,96,13months-disease-replicate_1,Micro,Micro3,158.0,
29389,127,2098,320,629,96,13months-disease-replicate_1,DG,DG,107.0,
29390,128,8286,323,2485,96,13months-disease-replicate_1,Micro,Micro3,,
29391,129,4052,331,1215,99,13months-disease-replicate_1,DG,DG,80.0,92
29392,130,2500,324,750,97,13months-disease-replicate_1,DG,DG,,
29393,131,2970,326,891,97,13months-disease-replicate_1,DG,DG,,
29394,132,3242,323,972,96,13months-disease-replicate_1,DG,DG,,
29395,133,2341,334,702,100,13months-disease-replicate_1,DG,DG,,
29396,134,3439,309,1031,92,13months-disease-replicate_1,DG,DG,,138
29397,135,12818,344,3845,103,13months-disease-replicate_1,Astro,Astro3,,
29398,136,3689,339,1106,101,13months-disease-replicate_1,DG,DG,,86
29399,137,13434,340,4030,102,13months-disease-replicate_1,Oligo,Oligo1,,
29400,138,3904,344,1171,103,13months-disease-replicate_1,DG,DG,123.0,75
29401,139,11821,349,3546,104,13months-disease-replicate_1,Astro,Astro1,,
29402,140,21704,370,6511,111,13months-disease-replicate_1,Astro,Astro2,,77
29403,141,3505,356,1051,106,13months-disease-replicate_1,DG,DG,,128
29404,142,8489,366,2546,109,13months-disease-replicate_1,SMC,S3,,
29405,143,2909,369,872,110,13months-disease-replicate_1,DG,DG,,
29406,144,8875,349,2662,104,13months-disease-replicate_1,Oligo,Oligo1,,
29407,145,21412,370,6423,111,13months-disease-replicate_1,Oligo,Oligo1,,176
29408,146,11323,373,3396,111,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,98
29409,147,2838,375,851,112,13months-disease-replicate_1,DG,DG,,
29410,148,3045,368,913,110,13months-disease-replicate_1,DG,DG,,
29411,149,10657,380,3197,114,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,162
29412,150,7620,384,2286,115,13months-disease-replicate_1,SMC,S1,98.0,
29413,151,2683,374,804,112,13months-disease-replicate_1,DG,DG,,
29414,152,14759,389,4427,116,13months-disease-replicate_1,Oligo,Oligo1,,
29415,153,13508,388,4052,116,13months-disease-replicate_1,Oligo,Oligo1,,
29416,154,3127,387,938,116,13months-disease-replicate_1,DG,DG,,
29417,155,10882,392,3264,117,13months-disease-replicate_1,Endo,Endo1,,106
29418,156,2541,400,762,120,13months-disease-replicate_1,DG,DG,,
29419,157,3301,399,990,119,13months-disease-replicate_1,DG,DG,,
29420,158,2444,397,733,119,13months-disease-replicate_1,DG,DG,,
29421,159,3207,395,962,118,13months-disease-replicate_1,DG,DG,,
29422,160,3585,397,1075,119,13months-disease-replicate_1,DG,DG,,119
29423,161,3382,397,1014,119,13months-disease-replicate_1,DG,DG,,166
29424,162,22173,390,6651,117,13months-disease-replicate_1,Micro,Micro1,,77
29425,163,20557,404,6167,121,13months-disease-replicate_1,Oligo,Oligo1,,75
29426,164,2102,402,630,120,13months-disease-replicate_1,DG,DG,104.0,
29427,165,3768,394,1130,118,13months-disease-replicate_1,DG,DG,,92
29428,166,20842,410,6252,123,13months-disease-replicate_1,SMC,S1,,153
29429,167,3666,423,1099,126,13months-disease-replicate_1,DG,DG,,111
29430,168,2769,417,830,125,13months-disease-replicate_1,DG,DG,,
29431,169,3954,427,1186,128,13months-disease-replicate_1,DG,DG,119.0,104
29432,170,3844,418,1153,125,13months-disease-replicate_1,DG,DG,147.0,96
29433,171,14092,426,4227,127,13months-disease-replicate_1,Astro,Astro3,,
29434,172,2631,435,789,130,13months-disease-replicate_1,DG,DG,,
29435,173,9416,435,2824,130,13months-disease-replicate_1,Inh,Pvalb_Nog,,
29436,174,2301,421,690,126,13months-disease-replicate_1,DG,DG,,
29437,175,3004,433,901,129,13months-disease-replicate_1,DG,DG,,
29438,176,13177,438,3953,131,13months-disease-replicate_1,Oligo,Oligo2,,
29439,177,2170,424,651,127,13months-disease-replicate_1,DG,DG,125.0,
29440,178,8649,450,2594,135,13months-disease-replicate_1,SMC,S3,,
29441,179,1622,451,486,135,13months-disease-replicate_1,Micro,Micro3,40.0,
29442,180,5418,452,1625,135,13months-disease-replicate_1,Micro,Micro3,146.0,
29443,181,11131,450,3339,135,13months-disease-replicate_1,Inh,Pvalb,,57
29444,182,2405,470,721,141,13months-disease-replicate_1,DG,DG,,
29445,183,3456,462,1036,138,13months-disease-replicate_1,DG,DG,,160
29446,184,3188,468,956,140,13months-disease-replicate_1,DG,DG,,
29447,185,2923,474,876,142,13months-disease-replicate_1,DG,DG,,
29448,186,9855,469,2956,140,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29449,187,12343,474,3702,142,13months-disease-replicate_1,Astro,Astro3,,
29450,188,3539,474,1061,142,13months-disease-replicate_1,DG,DG,,146
29451,189,11770,484,3531,145,13months-disease-replicate_1,Astro,Astro3,,
29452,190,3751,481,1125,144,13months-disease-replicate_1,DG,DG,,118
29453,191,20841,478,6252,143,13months-disease-replicate_1,Endo,Endo1,,170
29454,192,1930,484,579,145,13months-disease-replicate_1,DG,DG,55.0,
29455,193,2826,495,847,148,13months-disease-replicate_1,DG,DG,,
29456,194,4113,478,1233,143,13months-disease-replicate_1,DG,DG,92.0,138
29457,195,2709,487,812,146,13months-disease-replicate_1,DG,DG,,
29458,196,12545,491,3763,147,13months-disease-replicate_1,Oligo,Oligo1,,
29459,197,2235,479,670,143,13months-disease-replicate_1,DG,DG,144.0,
29460,198,2561,492,768,147,13months-disease-replicate_1,DG,DG,,
29461,199,3326,494,997,148,13months-disease-replicate_1,DG,DG,,
29462,200,2014,486,604,145,13months-disease-replicate_1,DG,DG,79.0,
29463,201,28,496,8,148,13months-disease-replicate_1,Micro,Micro3,48.0,
29464,202,5259,504,1577,151,13months-disease-replicate_1,Micro,Micro3,187.0,
29465,203,3054,502,916,150,13months-disease-replicate_1,DG,DG,,
29466,204,10023,505,3006,151,13months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
29467,205,20967,509,6290,152,13months-disease-replicate_1,Endo,Endo3,,160
29468,206,10822,510,3246,153,13months-disease-replicate_1,CTX-Ex,CTX-Ex2,,101
29469,207,8810,530,2643,159,13months-disease-replicate_1,SMC,S3,,
29470,208,8733,523,2619,156,13months-disease-replicate_1,SMC,S3,,
29471,209,3841,515,1152,154,13months-disease-replicate_1,DG,DG,161.0,125
29472,210,3951,516,1185,154,13months-disease-replicate_1,DG,DG,134.0,128
29473,211,3219,524,965,157,13months-disease-replicate_1,DG,DG,,
29474,212,3401,526,1020,157,13months-disease-replicate_1,DG,DG,,185
29475,213,3603,518,1080,155,13months-disease-replicate_1,DG,DG,,146
29476,214,20875,532,6262,159,13months-disease-replicate_1,Oligo,Oligo1,,162
29477,215,2076,529,622,158,13months-disease-replicate_1,DG,DG,100.0,
29478,216,3676,534,1102,160,13months-disease-replicate_1,DG,DG,,140
29479,217,12059,536,3617,160,13months-disease-replicate_1,Astro,Astro1,,
29480,218,19670,545,5901,163,13months-disease-replicate_1,Astro,Astro1,,
29481,219,2329,544,698,163,13months-disease-replicate_1,DG,DG,,
29482,220,8353,545,2505,163,13months-disease-replicate_1,Astro,Astro2,,
29483,221,4264,547,1279,164,13months-disease-replicate_1,DG,DG,94.0,183
29484,222,8972,547,2691,164,13months-disease-replicate_1,SMC,S5,,
29485,223,4192,534,1257,160,13months-disease-replicate_1,DG,DG,95.0,166
29486,224,8890,545,2667,163,13months-disease-replicate_1,SMC,S3,,
29487,225,469,548,140,164,13months-disease-replicate_1,Oligo,Oligo2,179.0,
29488,226,11718,551,3515,165,13months-disease-replicate_1,SMC,S3,,
29489,227,2646,549,793,164,13months-disease-replicate_1,DG,DG,,
29490,228,13246,549,3973,164,13months-disease-replicate_1,Astro,Astro3,,
29491,229,15881,553,4764,165,13months-disease-replicate_1,Endo,Endo3,,
29492,230,4388,562,1316,168,13months-disease-replicate_1,DG,DG,101.0,
29493,231,2483,556,744,166,13months-disease-replicate_1,DG,DG,,
29494,232,8645,560,2593,168,13months-disease-replicate_1,Astro,Astro3,,
29495,233,585,565,175,169,13months-disease-replicate_1,Oligo,Oligo1,155.0,
29496,234,18634,564,5590,169,13months-disease-replicate_1,Astro,Astro1,,
29497,235,14322,569,4296,170,13months-disease-replicate_1,Astro,Astro1,,
29498,236,2958,563,887,168,13months-disease-replicate_1,DG,DG,,
29499,237,2145,573,643,171,13months-disease-replicate_1,DG,DG,124.0,
29500,238,3780,576,1134,172,13months-disease-replicate_1,DG,DG,177.0,144
29501,239,4045,560,1213,168,13months-disease-replicate_1,DG,DG,124.0,151
29503,240,12940,576,3882,172,13months-disease-replicate_1,Micro,Micro2,,
29504,241,3513,572,1053,171,13months-disease-replicate_1,DG,DG,,174
29505,242,2743,579,822,173,13months-disease-replicate_1,DG,DG,,
29506,243,1639,596,491,178,13months-disease-replicate_1,DG,DG,61.0,
29507,244,3272,588,981,176,13months-disease-replicate_1,DG,DG,,
29508,245,4131,599,1239,179,13months-disease-replicate_1,DG,DG,120.0,172
29509,246,1965,602,589,180,13months-disease-replicate_1,DG,DG,81.0,
29510,247,2826,596,847,178,13months-disease-replicate_1,DG,DG,,
29511,248,3020,610,906,183,13months-disease-replicate_1,DG,DG,,
29512,249,3093,594,927,178,13months-disease-replicate_1,DG,DG,,
29513,250,9473,606,2841,181,13months-disease-replicate_1,Astro,Astro1,158.0,
29514,251,4508,604,1352,181,13months-disease-replicate_1,DG,DG,127.0,
29515,252,3164,596,949,178,13months-disease-replicate_1,DG,DG,,
29516,253,2589,612,776,183,13months-disease-replicate_1,DG,DG,,
29517,254,2234,612,670,183,13months-disease-replicate_1,DG,DG,154.0,
29518,255,1809,614,542,184,13months-disease-replicate_1,DG,DG,58.0,
29519,256,3437,617,1031,185,13months-disease-replicate_1,DG,DG,,
29520,257,3354,616,1006,184,13months-disease-replicate_1,DG,DG,,
29521,258,14851,621,4455,186,13months-disease-replicate_1,Micro,Micro1,,
29522,259,5485,614,1645,184,13months-disease-replicate_1,Oligo,Oligo3,211.0,
29523,260,2899,614,869,184,13months-disease-replicate_1,DG,DG,,
29524,261,3594,632,1078,189,13months-disease-replicate_1,DG,DG,,
29525,262,10951,628,3285,188,13months-disease-replicate_1,Micro,Micro2,,55
29526,263,3884,619,1165,185,13months-disease-replicate_1,DG,DG,169.0,
29527,264,10580,636,3174,190,13months-disease-replicate_1,SMC,S3,,
29528,265,12780,629,3834,188,13months-disease-replicate_1,Micro,Micro1,,
29530,266,3968,638,1190,191,13months-disease-replicate_1,DG,DG,156.0,
29531,267,8902,635,2670,190,13months-disease-replicate_1,Endo,Endo1,187.0,
29532,268,2381,622,714,186,13months-disease-replicate_1,DG,DG,,
29533,269,10431,634,3129,190,13months-disease-replicate_1,Endo,Endo1,,
29534,270,8710,632,2613,189,13months-disease-replicate_1,DG,DG,212.0,
29535,271,3705,637,1111,191,13months-disease-replicate_1,DG,DG,,
29536,272,13376,639,4012,191,13months-disease-replicate_1,Astro,Astro2,,
29537,273,13652,640,4095,192,13months-disease-replicate_1,Astro,Astro1,,
29538,274,2050,642,615,192,13months-disease-replicate_1,DG,DG,109.0,
29539,275,4333,640,1299,192,13months-disease-replicate_1,DG,DG,122.0,
29540,276,7681,648,2304,194,13months-disease-replicate_1,Endo,Endo2,162.0,79
29541,277,4215,648,1264,194,13months-disease-replicate_1,DG,DG,126.0,
29542,278,9197,654,2759,196,13months-disease-replicate_1,SMC,S5,152.0,
29543,279,10660,655,3198,196,13months-disease-replicate_1,SMC,S5,,142
29544,280,10302,655,3090,196,13months-disease-replicate_1,SMC,S5,,
29545,281,9879,658,2963,197,13months-disease-replicate_1,SMC,S3,,
29546,282,4035,677,1210,203,13months-disease-replicate_1,DG,DG,155.0,
29547,283,21114,671,6334,201,13months-disease-replicate_1,Inh,Pvalb,,
29548,284,9323,669,2796,200,13months-disease-replicate_1,SMC,S3,145.0,
29549,285,3217,676,965,202,13months-disease-replicate_1,DG,DG,,
29550,286,3803,672,1140,201,13months-disease-replicate_1,DG,DG,199.0,
29551,287,1890,671,567,201,13months-disease-replicate_1,DG,DG,83.0,
29552,288,4586,677,1375,203,13months-disease-replicate_1,SMC,S2,157.0,
29553,289,12489,673,3746,201,13months-disease-replicate_1,Micro,Micro1,,
29554,290,9509,671,2852,201,13months-disease-replicate_1,SMC,S3,156.0,
29555,291,13111,678,3933,203,13months-disease-replicate_1,Micro,Micro3,,
29556,292,9082,680,2724,204,13months-disease-replicate_1,SMC,S5,156.0,
29558,293,8810,682,2643,204,13months-disease-replicate_1,DG,DG,204.0,
29559,294,10510,687,3153,206,13months-disease-replicate_1,Astro,Astro1,,
29560,295,2792,683,837,204,13months-disease-replicate_1,DG,DG,,
29561,296,11796,690,3538,207,13months-disease-replicate_1,Oligo,Oligo1,,
29562,297,2691,682,807,204,13months-disease-replicate_1,DG,DG,,
29563,298,4438,681,1331,204,13months-disease-replicate_1,DG,DG,140.0,
29564,299,3501,692,1050,207,13months-disease-replicate_1,DG,DG,,
29565,300,1744,690,523,207,13months-disease-replicate_1,DG,DG,79.0,
29566,301,2965,712,889,213,13months-disease-replicate_1,DG,DG,,
29567,302,2316,691,694,207,13months-disease-replicate_1,DG,DG,,
29568,303,2594,702,778,210,13months-disease-replicate_1,DG,DG,,
29569,304,2432,698,729,209,13months-disease-replicate_1,DG,DG,,
29570,305,3282,703,984,210,13months-disease-replicate_1,DG,DG,,
29571,306,10814,705,3244,211,13months-disease-replicate_1,SMC,S1,,97
29572,307,2177,693,653,207,13months-disease-replicate_1,DG,DG,149.0,
29573,308,15891,703,4767,210,13months-disease-replicate_1,Astro,Astro1,,
29574,309,3149,715,944,214,13months-disease-replicate_1,DG,DG,,
29575,310,2879,712,863,213,13months-disease-replicate_1,DG,DG,,
29576,311,2513,700,753,210,13months-disease-replicate_1,DG,DG,,
29577,312,3055,722,916,216,13months-disease-replicate_1,DG,DG,,
29578,313,4104,704,1231,211,13months-disease-replicate_1,DG,DG,152.0,
29579,314,12912,707,3873,212,13months-disease-replicate_1,Micro,Micro3,,
29580,315,3348,710,1004,213,13months-disease-replicate_1,DG,DG,,
29581,316,2087,714,626,214,13months-disease-replicate_1,DG,DG,131.0,
29582,317,8630,714,2589,214,13months-disease-replicate_1,DG,DG,,
29583,318,18600,715,5580,214,13months-disease-replicate_1,Endo,Endo2,,
29584,319,11175,718,3352,215,13months-disease-replicate_1,Oligo,Oligo3,,25
29585,320,12277,719,3683,215,13months-disease-replicate_1,Oligo,Oligo1,,
29586,321,3663,721,1098,216,13months-disease-replicate_1,DG,DG,,
29587,322,6898,715,2069,214,13months-disease-replicate_1,Astro,Astro2,191.0,147
29588,323,4191,736,1257,220,13months-disease-replicate_1,DG,DG,153.0,
29589,324,13028,722,3908,216,13months-disease-replicate_1,Micro,Micro2,,
29590,325,19526,727,5857,218,13months-disease-replicate_1,SMC,S1,,
29591,326,1646,732,493,219,13months-disease-replicate_1,DG,DG,96.0,
29592,327,12464,735,3739,220,13months-disease-replicate_1,SMC,S1,,
29593,328,3422,740,1026,222,13months-disease-replicate_1,DG,DG,,
29594,329,4302,738,1290,221,13months-disease-replicate_1,DG,DG,148.0,
29595,330,3903,732,1170,219,13months-disease-replicate_1,DG,DG,191.0,
29596,331,2254,737,676,221,13months-disease-replicate_1,DG,DG,176.0,
29597,332,9139,741,2741,222,13months-disease-replicate_1,Astro,Astro3,132.0,
29598,333,4524,745,1357,223,13months-disease-replicate_1,DG,DG,164.0,
29599,334,13104,743,3931,222,13months-disease-replicate_1,Micro,Micro3,,
29600,335,1890,750,567,225,13months-disease-replicate_1,DG,DG,105.0,
29601,336,8275,752,2482,225,13months-disease-replicate_1,Astro,Astro1,,
29603,337,3777,755,1133,226,13months-disease-replicate_1,DG,DG,212.0,
29604,338,8717,747,2615,224,13months-disease-replicate_1,DG,DG,204.0,
29605,339,17345,758,5203,227,13months-disease-replicate_1,Oligo,Oligo1,,
29606,340,2763,763,828,228,13months-disease-replicate_1,DG,DG,,
29607,341,8893,751,2667,225,13months-disease-replicate_1,DG,DG,172.0,
29608,342,4402,765,1320,229,13months-disease-replicate_1,DG,DG,,
29609,343,2010,764,603,229,13months-disease-replicate_1,DG,DG,127.0,
29610,344,5287,769,1586,230,13months-disease-replicate_1,Oligo,Oligo1,91.0,
29611,345,3579,762,1073,228,13months-disease-replicate_1,DG,DG,,
29612,346,2358,772,707,231,13months-disease-replicate_1,DG,DG,,
29613,347,8970,768,2691,230,13months-disease-replicate_1,Astro,Astro3,152.0,
29614,348,1786,784,535,235,13months-disease-replicate_1,DG,DG,107.0,
29615,349,4618,779,1385,233,13months-disease-replicate_1,DG,DG,,
29616,350,8417,776,2525,232,13months-disease-replicate_1,DG,DG,,
29617,351,910,782,273,234,13months-disease-replicate_1,Micro,Micro3,38.0,
29618,352,13003,796,3900,238,13months-disease-replicate_1,Micro,Micro3,,
29619,353,8808,794,2642,238,13months-disease-replicate_1,DG,DG,183.0,
29620,354,2143,795,642,238,13months-disease-replicate_1,DG,DG,159.0,
29621,355,9509,786,2852,235,13months-disease-replicate_1,Oligo,Oligo1,125.0,
29622,356,7361,789,2208,236,13months-disease-replicate_1,Micro,Micro1,73.0,110
29623,357,2647,783,794,234,13months-disease-replicate_1,DG,DG,,
29624,358,12926,794,3877,238,13months-disease-replicate_1,Micro,Micro3,,
29625,359,13633,792,4089,237,13months-disease-replicate_1,Oligo,Oligo1,,
29626,360,19673,787,5901,236,13months-disease-replicate_1,Micro,Micro1,,
29627,361,4722,778,1416,233,13months-disease-replicate_1,DG,DG,207.0,
29628,362,6230,794,1869,238,13months-disease-replicate_1,Endo,Endo1,173.0,112
29629,363,2867,796,860,238,13months-disease-replicate_1,DG,DG,,
29630,364,2476,801,742,240,13months-disease-replicate_1,DG,DG,,
29631,365,3237,794,971,238,13months-disease-replicate_1,DG,DG,,
29632,366,4100,801,1230,240,13months-disease-replicate_1,DG,DG,,
29633,367,12770,809,3831,242,13months-disease-replicate_1,Micro,Micro3,,
29634,368,3355,804,1006,241,13months-disease-replicate_1,DG,DG,,
29635,369,4003,792,1200,237,13months-disease-replicate_1,DG,DG,,
29636,370,3509,805,1052,241,13months-disease-replicate_1,DG,DG,,
29637,371,8667,815,2600,244,13months-disease-replicate_1,DG,DG,166.0,
