NAME,index,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type,dist_to_plaque,dist_to_tau
60891,1739,3557,17906,1067,5372,8months-disease-replicate_1,Astro,Astro1,151.0,
60892,1740,1952,17903,585,5371,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60893,1741,1445,17891,433,5368,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60894,1742,15063,17895,4518,5369,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60895,1743,10193,17896,3057,5369,8months-disease-replicate_1,Micro,Micro3,,
60896,1744,15968,17879,4790,5364,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60897,1745,3333,17929,999,5379,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60898,1746,17860,17901,5358,5371,8months-disease-replicate_1,Micro,Micro1,,
60899,1747,2786,17887,835,5366,8months-disease-replicate_1,Inh,Vip,,
60901,1748,5722,17875,1716,5363,8months-disease-replicate_1,Oligo,Oligo2,152.0,
60902,1749,762,17882,228,5365,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60903,1750,18644,17888,5593,5367,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60904,1751,19469,17876,5840,5363,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60905,1752,17064,17875,5119,5363,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60906,1753,4235,17889,1270,5367,8months-disease-replicate_1,Inh,Pvalb,85.0,
60907,1754,15477,17869,4643,5361,8months-disease-replicate_1,Endo,Endo3,,
60908,1755,13307,17863,3992,5359,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60909,1756,9791,17865,2937,5360,8months-disease-replicate_1,Inh,Vip,,
60910,1757,7151,17848,2145,5355,8months-disease-replicate_1,Astro,Astro1,146.0,
60911,1758,10419,17870,3125,5361,8months-disease-replicate_1,Inh,Pvalb,,
60912,1759,1030,17849,309,5355,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60913,1760,9304,17852,2791,5356,8months-disease-replicate_1,Inh,Sst,111.0,
60914,1761,16569,17840,4970,5352,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,67
60915,1762,12156,17837,3646,5351,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60916,1763,11846,17850,3553,5355,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60917,1764,12874,17849,3862,5355,8months-disease-replicate_1,Endo,Endo1,,
60918,1765,1645,17848,493,5355,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60919,1766,13141,17846,3942,5354,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60920,1767,11324,17846,3397,5354,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60921,1768,13844,17820,4153,5346,8months-disease-replicate_1,Inh,Sst,,
60922,1769,9676,17846,2902,5354,8months-disease-replicate_1,Endo,Endo1,,
60923,1770,14445,17835,4333,5351,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60924,1771,17393,17835,5217,5351,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60925,1772,7307,17845,2192,5354,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,100.0,
60926,1773,16114,17845,4834,5354,8months-disease-replicate_1,Astro,Astro1,,133
60927,1774,10957,17842,3287,5353,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60928,1775,18702,17824,5610,5348,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60930,1776,13595,17818,4078,5346,8months-disease-replicate_1,Endo,Endo3,,
60931,1777,14585,17819,4375,5346,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60932,1778,18318,17814,5495,5345,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60933,1779,6500,17809,1950,5343,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,134.0,
60934,1780,10198,17804,3059,5342,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60935,1781,15549,17803,4664,5341,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60936,1782,16371,17799,4911,5340,8months-disease-replicate_1,Endo,Endo1,,65
60937,1783,1923,17807,576,5342,8months-disease-replicate_1,Oligo,Oligo1,,
60939,1784,6797,17834,2039,5351,8months-disease-replicate_1,SMC,S1,,
60940,1785,11683,17767,3504,5330,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60941,1786,17593,17797,5277,5339,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60942,1787,12559,17782,3767,5335,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60943,1788,16242,17796,4872,5339,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,93
60944,1789,16942,17796,5082,5339,8months-disease-replicate_1,CA2,CA2-Ex,,141
60945,1790,2014,17791,604,5338,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60946,1791,13724,17793,4117,5338,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60947,1792,841,17805,252,5342,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60948,1793,19034,17790,5710,5337,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60949,1794,15722,17793,4716,5338,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60950,1795,7769,17765,2330,5330,8months-disease-replicate_1,Endo,Endo1,42.0,
60951,1796,4221,17784,1266,5336,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,56.0,
60952,1797,10440,17780,3132,5334,8months-disease-replicate_1,Inh,Pvalb,,
60953,1798,1104,17774,331,5333,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60954,1799,19231,17774,5769,5333,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60955,1800,12026,17766,3607,5330,8months-disease-replicate_1,Inh,Sst,,
60956,1801,5770,17759,1731,5328,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,120.0,
60958,1802,3522,17761,1056,5329,8months-disease-replicate_1,Micro,Micro1,161.0,
60959,1803,1359,17774,407,5333,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60960,1804,16123,17740,4836,5322,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,118
60961,1805,18487,17749,5546,5325,8months-disease-replicate_1,Endo,Endo2,,
60963,1806,1863,17742,558,5323,8months-disease-replicate_1,Endo,Endo1,,
60964,1807,2000,17734,600,5321,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60965,1808,10920,17749,3276,5325,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60966,1809,1691,17737,507,5321,8months-disease-replicate_1,Endo,Endo1,,
60967,1810,941,17764,282,5330,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60968,1811,10616,17701,3184,5311,8months-disease-replicate_1,Endo,Endo3,,
60969,1812,7188,17741,2156,5323,8months-disease-replicate_1,Astro,Astro1,132.0,
60970,1813,12735,17741,3820,5323,8months-disease-replicate_1,Inh,Pvalb_Nog,,
60971,1814,2330,17741,699,5323,8months-disease-replicate_1,Oligo,Oligo1,,
60972,1815,10160,17728,3048,5319,8months-disease-replicate_1,Oligo,Oligo1,,
60973,1816,614,17738,184,5322,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60974,1817,7901,17729,2370,5319,8months-disease-replicate_1,Micro,Micro1,82.0,
60975,1818,11119,17723,3335,5317,8months-disease-replicate_1,Micro,Micro3,,
60977,1819,223,17737,66,5321,8months-disease-replicate_1,SMC,S4,,
60978,1820,17159,17718,5147,5316,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60979,1821,834,17705,250,5312,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60980,1822,6865,17703,2059,5311,8months-disease-replicate_1,Oligo,Oligo2,,
60981,1823,11023,17716,3306,5315,8months-disease-replicate_1,Micro,Micro3,,
60982,1824,15432,17719,4629,5316,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60983,1825,11326,17715,3397,5315,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
60984,1826,12841,17703,3852,5311,8months-disease-replicate_1,Inh,Pvalb,,
60985,1827,4319,17708,1295,5313,8months-disease-replicate_1,OPC,OPC,66.0,
60986,1828,8762,17705,2628,5312,8months-disease-replicate_1,Endo,Endo1,90.0,
60987,1829,16501,17693,4950,5308,8months-disease-replicate_1,Micro,Micro1,,20
60988,1830,11398,17706,3419,5312,8months-disease-replicate_1,Astro,Astro1,,
60989,1831,3362,17701,1008,5311,8months-disease-replicate_1,Inh,Sst,,
60990,1832,7366,17687,2209,5306,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,81.0,
60991,1833,2815,17691,844,5308,8months-disease-replicate_1,SMC,S1,,
60992,1834,1932,17676,579,5303,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60993,1835,6776,17675,2032,5303,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
60994,1836,18064,17676,5419,5303,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60995,1837,9991,17676,2997,5303,8months-disease-replicate_1,Oligo,Oligo1,,
60996,1838,962,17679,288,5304,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
60997,1839,17583,17669,5274,5301,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
60998,1840,220,17665,66,5300,8months-disease-replicate_1,SMC,S3,,
60999,1841,4135,17662,1240,5299,8months-disease-replicate_1,Endo,Endo1,11.0,
61000,1842,7704,17661,2311,5299,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,33.0,
61001,1843,1211,17663,363,5299,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61002,1844,13236,17673,3970,5302,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61003,1845,1501,17662,450,5299,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61004,1846,1133,17660,339,5298,8months-disease-replicate_1,Endo,Endo1,,
61005,1847,340,17650,102,5295,8months-disease-replicate_1,SMC,S5,,
61006,1848,1860,17649,558,5295,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61007,1849,7208,17639,2162,5292,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,130.0,
61008,1850,1017,17646,305,5294,8months-disease-replicate_1,LHb,LHb,,
61009,1851,1403,17651,420,5296,8months-disease-replicate_1,Micro,Micro3,,
61010,1852,10234,17656,3070,5297,8months-disease-replicate_1,Astro,Astro1,,
61011,1853,12419,17653,3725,5296,8months-disease-replicate_1,Micro,Micro1,,
61012,1854,287,17646,86,5294,8months-disease-replicate_1,SMC,S5,,
61013,1855,3279,17646,983,5294,8months-disease-replicate_1,Astro,Astro1,,
61014,1856,13742,17642,4122,5293,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61015,1857,5197,17616,1559,5285,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61016,1858,10811,17662,3243,5299,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61017,1859,11917,17631,3575,5290,8months-disease-replicate_1,Micro,Micro2,,
61018,1860,155,17633,46,5290,8months-disease-replicate_1,Astro,Astro1,,
61019,1861,1739,17635,521,5291,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61020,1862,14827,17631,4448,5290,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
61021,1863,16179,17631,4853,5290,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,97
61022,1864,4330,17619,1299,5286,8months-disease-replicate_1,Micro,Micro1,66.0,
61024,1865,2852,17611,855,5284,8months-disease-replicate_1,Micro,Micro1,,
61025,1866,16630,17635,4989,5291,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,39
61026,1867,19382,17613,5814,5284,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61027,1868,904,17618,271,5286,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61028,1869,2287,17617,686,5285,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61029,1870,8517,17604,2555,5282,8months-disease-replicate_1,Endo,Endo1,153.0,
61030,1871,3766,17636,1129,5291,8months-disease-replicate_1,Micro,Micro3,104.0,
61031,1872,19511,17622,5853,5287,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61032,1873,18357,17621,5507,5287,8months-disease-replicate_1,OPC,OPC,,
61033,1874,5866,17590,1759,5277,8months-disease-replicate_1,Oligo,Oligo1,78.0,
61034,1875,16510,17586,4953,5276,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,12
61035,1876,4404,17590,1321,5277,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,88.0,
61036,1877,2599,17595,779,5279,8months-disease-replicate_1,Oligo,Oligo1,,
61037,1878,10372,17592,3111,5278,8months-disease-replicate_1,CA3,CA3-Ex,,
61038,1879,17729,17600,5318,5280,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61039,1880,15662,17594,4698,5279,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61040,1881,4518,17589,1355,5277,8months-disease-replicate_1,Inh,Pvalb,122.0,
61042,1882,14307,17583,4292,5275,8months-disease-replicate_1,SMC,S1,,
61043,1883,18968,17600,5690,5280,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61044,1884,15355,17592,4606,5278,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61045,1885,4874,17587,1462,5276,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61046,1886,15206,17589,4561,5277,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61048,1887,12618,17578,3785,5274,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61049,1888,6535,17585,1960,5276,8months-disease-replicate_1,Oligo,Oligo1,123.0,
61050,1889,11457,17576,3437,5273,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61051,1890,9210,17626,2763,5288,8months-disease-replicate_1,Endo,Endo2,51.0,141
61052,1891,8618,17578,2585,5274,8months-disease-replicate_1,SMC,S1,127.0,
61053,1892,13368,17572,4010,5272,8months-disease-replicate_1,SMC,S1,,
61054,1893,1653,17580,495,5274,8months-disease-replicate_1,Astro,Astro3,,
61056,1894,14529,17563,4358,5269,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61057,1895,10654,17583,3196,5275,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61058,1896,1002,17560,300,5268,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61059,1897,2355,17561,706,5269,8months-disease-replicate_1,Oligo,Oligo1,,
61060,1898,9825,17562,2947,5269,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,158
61061,1899,9717,17556,2915,5267,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,134
61062,1900,816,17564,244,5270,8months-disease-replicate_1,Inh,Vip,,
61063,1901,18434,17572,5530,5272,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61064,1902,15890,17549,4767,5265,8months-disease-replicate_1,Inh,Vip,,
61065,1903,16837,17552,5051,5266,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,103
61066,1904,3658,17548,1097,5265,8months-disease-replicate_1,Micro,Micro3,138.0,
61067,1905,1424,17534,427,5261,8months-disease-replicate_1,Micro,Micro3,,
61068,1906,7347,17541,2204,5263,8months-disease-replicate_1,Inh,Sst,103.0,
61069,1907,14029,17538,4208,5262,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61070,1908,6635,17539,1990,5262,8months-disease-replicate_1,Astro,Astro1,,
61071,1909,9218,17528,2765,5259,8months-disease-replicate_1,Endo,Endo1,56.0,115
61073,1910,17597,17528,5279,5259,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61074,1911,14856,17543,4456,5263,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61075,1912,17181,17524,5154,5258,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61077,1913,1300,17521,390,5257,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61078,1914,5775,17521,1732,5257,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,105.0,
61079,1915,11870,17510,3561,5253,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
61080,1916,4624,17524,1387,5258,8months-disease-replicate_1,Inh,Pvalb,,
61081,1917,16203,17519,4860,5256,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,95
61082,1918,909,17521,272,5257,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61083,1919,16652,17516,4995,5255,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,55
61084,1920,1747,17512,524,5254,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61085,1921,7739,17515,2321,5255,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,76.0,
61086,1922,5281,17501,1584,5251,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61087,1923,7433,17506,2229,5252,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,93.0,
61088,1924,3229,17497,968,5249,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61089,1925,15106,17509,4531,5253,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61090,1926,1084,17500,325,5250,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61091,1927,18939,17507,5681,5252,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61092,1928,17412,17497,5223,5249,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61093,1929,711,17503,213,5251,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61094,1930,4517,17488,1355,5247,8months-disease-replicate_1,Micro,Micro1,129.0,
61095,1931,7551,17482,2265,5245,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,82.0,
61096,1932,15388,17483,4616,5245,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61097,1933,4410,17483,1323,5245,8months-disease-replicate_1,SMC,S1,100.0,
61098,1934,17064,17483,5119,5245,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61100,1935,9610,17469,2883,5241,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,94
61101,1936,18119,17472,5435,5242,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61102,1937,14165,17490,4249,5247,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61103,1938,832,17463,249,5239,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61104,1939,960,17465,288,5240,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61105,1940,16936,17461,5080,5239,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,138
61106,1941,12894,17459,3868,5238,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61107,1942,8172,17454,2451,5237,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,147.0,
61108,1943,7798,17448,2339,5235,8months-disease-replicate_1,Oligo,Oligo1,102.0,
61109,1944,10222,17446,3066,5234,8months-disease-replicate_1,Inh,Sst,,
61110,1945,13197,17452,3959,5236,8months-disease-replicate_1,Micro,Micro3,,
61111,1946,19125,17452,5737,5236,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61112,1947,16137,17441,4841,5233,8months-disease-replicate_1,Astro,Astro1,,122
61113,1948,3764,17435,1129,5231,8months-disease-replicate_1,Micro,Micro3,119.0,
61114,1949,1576,17444,472,5234,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61115,1950,18841,17435,5652,5231,8months-disease-replicate_1,Endo,Endo1,,
61116,1951,16322,17426,4896,5228,8months-disease-replicate_1,Endo,Endo1,,80
61117,1952,1460,17435,438,5231,8months-disease-replicate_1,Inh,Pvalb,,
61118,1953,6609,17425,1982,5228,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,150.0,
61119,1954,14490,17437,4347,5231,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61120,1955,1031,17418,309,5226,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61121,1956,4650,17428,1395,5229,8months-disease-replicate_1,Inh,Pvalb,,
61122,1957,9197,17423,2759,5227,8months-disease-replicate_1,Endo,Endo2,69.0,94
61123,1958,6808,17414,2042,5225,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61124,1959,7009,17416,2102,5225,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61125,1960,16659,17418,4997,5226,8months-disease-replicate_1,Endo,Endo1,,77
61126,1961,18547,17415,5564,5225,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61127,1962,2606,17408,781,5223,8months-disease-replicate_1,Endo,Endo1,,
61128,1963,1340,17404,402,5222,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61129,1964,4842,17405,1452,5222,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61130,1965,3929,17404,1178,5222,8months-disease-replicate_1,Micro,Micro3,87.0,
61131,1966,15469,17391,4640,5218,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
61132,1967,1152,17391,345,5218,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61133,1968,11713,17386,3513,5216,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
61134,1969,2156,17407,646,5222,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61136,1970,920,17387,276,5216,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61137,1971,5178,17407,1553,5222,8months-disease-replicate_1,Astro,Astro1,,
61138,1972,9374,17398,2812,5220,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,115.0,59
61139,1973,17485,17394,5245,5219,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61140,1974,16037,17373,4811,5212,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,158
61141,1975,15765,17429,4729,5229,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61142,1976,3599,17408,1079,5223,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,212.0,
61143,1977,17600,17371,5280,5212,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61144,1978,834,17367,250,5210,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61145,1979,10515,17362,3154,5209,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61146,1980,13934,17381,4180,5215,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61147,1981,15199,17372,4559,5212,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61148,1982,16832,17368,5049,5211,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,125
61149,1983,1610,17363,483,5209,8months-disease-replicate_1,Astro,Astro3,,
61150,1984,17356,17354,5206,5207,8months-disease-replicate_1,Endo,Endo1,,
61151,1985,18032,17360,5409,5208,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61152,1986,7853,17380,2355,5214,8months-disease-replicate_1,Oligo,Oligo1,188.0,
61153,1987,14209,17348,4262,5205,8months-disease-replicate_1,Inh,Sst,,
61154,1988,19075,17360,5722,5208,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61155,1989,7228,17369,2168,5211,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,164.0,
61156,1990,6056,17342,1816,5203,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,70.0,
61157,1991,155,17337,46,5201,8months-disease-replicate_1,Micro,Micro3,,
61158,1992,17822,17359,5346,5208,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61159,1993,1985,17342,595,5203,8months-disease-replicate_1,SMC,S1,,142
61160,1994,19267,17333,5780,5200,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61161,1995,3143,17322,942,5197,8months-disease-replicate_1,Oligo,Oligo1,,
61162,1996,5480,17326,1644,5198,8months-disease-replicate_1,Oligo,Oligo1,,
61163,1997,749,17337,224,5201,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61164,1998,2242,17327,672,5198,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,132
61165,1999,7628,17320,2288,5196,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,128.0,
61166,2000,9183,17333,2754,5200,8months-disease-replicate_1,Endo,Endo1,88.0,83
61167,2001,1483,17328,444,5199,8months-disease-replicate_1,Astro,Astro1,,
61168,2002,14863,17322,4458,5197,8months-disease-replicate_1,Oligo,Oligo1,,
61169,2003,5920,17327,1776,5198,8months-disease-replicate_1,Oligo,Oligo1,94.0,
61170,2004,1039,17312,311,5194,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61171,2005,1297,17311,389,5194,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61172,2006,18626,17314,5587,5195,8months-disease-replicate_1,Astro,Astro1,,
61173,2007,9778,17287,2933,5186,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,106
61174,2008,8700,17298,2610,5190,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,134.0,
61175,2009,10411,17306,3123,5192,8months-disease-replicate_1,Inh,Pvalb,,
61176,2010,14453,17305,4335,5192,8months-disease-replicate_1,Inh,Pvalb,,
61177,2011,2851,17309,855,5193,8months-disease-replicate_1,Inh,Pvalb,,
61178,2012,10872,17317,3261,5195,8months-disease-replicate_1,OPC,OPC,,
61179,2013,3698,17302,1109,5191,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,158.0,
61180,2014,15725,17271,4717,5182,8months-disease-replicate_1,Endo,Endo1,,
61181,2015,11908,17295,3572,5189,8months-disease-replicate_1,Endo,Endo1,,
61182,2016,15533,17293,4659,5188,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61183,2017,1664,17285,499,5186,8months-disease-replicate_1,Astro,Astro1,,184
61184,2018,17069,17290,5120,5187,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61185,2019,10078,17290,3023,5187,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61186,2020,9447,17282,2834,5185,8months-disease-replicate_1,Micro,Micro1,153.0,22
61188,2021,1596,17267,478,5180,8months-disease-replicate_1,Astro,Astro1,,
61189,2022,7469,17259,2240,5178,8months-disease-replicate_1,Oligo,Oligo2,153.0,
61190,2023,1174,17259,352,5178,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61191,2024,19080,17252,5724,5176,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61192,2025,18828,17258,5648,5178,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
61193,2026,17730,17253,5319,5176,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61194,2027,1027,17244,308,5174,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61195,2028,2354,17250,706,5175,8months-disease-replicate_1,Micro,Micro3,,123
61197,2029,440,17246,132,5174,8months-disease-replicate_1,Astro,Astro2,,
61198,2030,17984,17245,5395,5174,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61199,2031,18099,17252,5429,5176,8months-disease-replicate_1,Endo,Endo1,,
61200,2032,802,17239,240,5172,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61202,2033,13969,17248,4190,5175,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
61203,2034,18187,17223,5456,5167,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
61204,2035,12241,17225,3672,5168,8months-disease-replicate_1,Oligo,Oligo3,,
61205,2036,5752,17214,1725,5165,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,153.0,
61206,2037,16253,17216,4875,5165,8months-disease-replicate_1,Astro,Astro1,,144
61207,2038,9657,17213,2897,5164,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,68
61208,2039,15082,17215,4524,5165,8months-disease-replicate_1,Astro,Astro1,,
61209,2040,19510,17218,5853,5166,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
