NAME,index,X,Y,X-scaled,Y-scaled,label,top_level_cell_type,sub_level_cell_type,dist_to_plaque,dist_to_tau
59198,131,3859,21807,1157,6542,8months-disease-replicate_1,Oligo,Oligo2,,
59199,132,3924,21805,1177,6542,8months-disease-replicate_1,Oligo,Oligo1,,
59200,133,4437,21800,1331,6540,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59201,134,2870,21790,861,6537,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59202,135,7603,21800,2280,6540,8months-disease-replicate_1,Micro,Micro1,,
59203,136,18380,21803,5514,6541,8months-disease-replicate_1,SMC,S3,,155
59204,137,4941,21825,1482,6548,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59205,138,10544,21793,3163,6538,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59207,139,6136,21786,1840,6536,8months-disease-replicate_1,Astro,Astro1,,
59208,140,10322,21783,3096,6535,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59209,141,11303,21781,3390,6535,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59210,142,4276,21769,1282,6531,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59211,143,17218,21777,5165,6533,8months-disease-replicate_1,Astro,Astro1,,170
59212,144,1046,21777,313,6533,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,115.0,
59213,145,1186,21749,355,6525,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,134.0,138
59214,146,1371,21767,411,6530,8months-disease-replicate_1,SMC,S5,149.0,103
59215,147,17385,21769,5215,6531,8months-disease-replicate_1,OPC,OPC,,128
59216,148,18476,21765,5542,6530,8months-disease-replicate_1,SMC,S3,,143
59217,149,345,21764,103,6530,8months-disease-replicate_1,Oligo,Oligo2,175.0,
59218,150,11646,21746,3493,6524,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59220,151,8022,21747,2406,6524,8months-disease-replicate_1,Inh,Pvalb,,
59221,152,1477,21751,443,6526,8months-disease-replicate_1,Endo,Endo2,123.0,86
59222,153,3265,21740,979,6522,8months-disease-replicate_1,Astro,Astro2,,
59223,154,10206,21731,3061,6520,8months-disease-replicate_1,Inh,Pvalb,,
59224,155,16536,21741,4960,6523,8months-disease-replicate_1,Endo,Endo1,,
59225,156,5598,21717,1679,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59226,157,1314,21736,394,6521,8months-disease-replicate_1,Astro,Astro2,168.0,106
59227,158,4998,21727,1499,6518,8months-disease-replicate_1,Oligo,Oligo1,,148
59228,159,1635,21732,490,6520,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,93.0,80
59229,160,11081,21733,3324,6520,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59230,161,1935,21727,580,6518,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,84.0,135
59231,162,2571,21722,771,6517,8months-disease-replicate_1,Astro,Astro1,,
59232,163,9741,21761,2922,6529,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59233,164,10732,21724,3219,6518,8months-disease-replicate_1,Oligo,Oligo1,,
59234,165,5217,21723,1565,6517,8months-disease-replicate_1,Endo,Endo1,,166
59235,166,17418,21714,5225,6515,8months-disease-replicate_1,OPC,OPC,,111
59236,167,18452,21715,5535,6515,8months-disease-replicate_1,SMC,S3,,159
59237,168,5455,21718,1636,6516,8months-disease-replicate_1,OPC,OPC,,208
59238,169,7815,21717,2344,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59239,170,9585,21715,2875,6515,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,150
59240,171,12020,21712,3606,6514,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59241,172,3159,21701,947,6511,8months-disease-replicate_1,SMC,S2,,
59242,173,17486,21698,5245,6510,8months-disease-replicate_1,OPC,OPC,,92
59243,174,9459,21700,2837,6510,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,119
59244,175,12788,21690,3836,6507,8months-disease-replicate_1,Endo,Endo1,,
59245,176,642,21667,192,6500,8months-disease-replicate_1,Endo,Endo2,97.0,
59246,177,15452,21693,4635,6508,8months-disease-replicate_1,Micro,Micro1,,
59247,178,1068,21661,320,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,91.0,157
59248,179,8504,21692,2551,6508,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59249,180,2245,21684,673,6506,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,155.0,
59250,181,10946,21677,3283,6503,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59251,182,2035,21668,610,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,113.0,154
59252,183,11593,21667,3477,6500,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59253,184,8226,21661,2467,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59254,185,11257,21662,3377,6499,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59255,186,944,21678,283,6504,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,77.0,
59256,187,9521,21669,2856,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,127
59257,188,8737,21668,2621,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,157
59258,189,10771,21653,3231,6496,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59259,190,1849,21670,554,6501,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,94.0,104
59260,191,9721,21657,2916,6497,8months-disease-replicate_1,Oligo,Oligo1,,
59261,192,14457,21647,4337,6494,8months-disease-replicate_1,SMC,S2,,
59263,193,6457,21624,1937,6488,8months-disease-replicate_1,Micro,Micro3,,105
59264,194,17057,21647,5117,6494,8months-disease-replicate_1,Inh,Lamp5,,38
59265,195,7985,21650,2395,6495,8months-disease-replicate_1,Inh,Vip,,
59266,196,10065,21652,3019,6496,8months-disease-replicate_1,Endo,Endo2,,
59267,197,6378,21664,1913,6500,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,124
59268,198,3547,21604,1064,6482,8months-disease-replicate_1,Astro,Astro1,,
59269,199,9127,21642,2738,6493,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,74
59270,200,297,21633,89,6490,8months-disease-replicate_1,Endo,Endo2,161.0,
59271,201,8572,21629,2571,6489,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59272,202,18628,21645,5588,6494,8months-disease-replicate_1,SMC,S3,,184
59273,203,5285,21628,1585,6489,8months-disease-replicate_1,Oligo,Oligo1,,154
59274,204,1324,21604,397,6482,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,187.0,80
59275,205,10173,21622,3051,6487,8months-disease-replicate_1,Astro,Astro1,,
59276,206,17200,21626,5160,6488,8months-disease-replicate_1,Endo,Endo2,,18
59277,207,12455,21610,3736,6483,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59278,208,13153,21611,3945,6484,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59279,209,4548,21611,1364,6484,8months-disease-replicate_1,Astro,Astro1,,167
59280,210,9888,21611,2966,6484,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59281,211,3100,21583,930,6475,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59282,212,1691,21597,507,6479,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,122.0,53
59283,213,3900,21614,1170,6485,8months-disease-replicate_1,Inh,Pvalb_Nog,,
59284,214,9743,21559,2922,6468,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59285,215,6756,21596,2026,6479,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,56
59286,216,3464,21597,1039,6479,8months-disease-replicate_1,Endo,Endo1,,
59287,217,11745,21592,3523,6478,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59288,218,1449,21589,434,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,162.0,47
59289,219,6133,21609,1839,6483,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59290,220,5778,21590,1733,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59291,221,14581,21597,4374,6479,8months-disease-replicate_1,Astro,Astro1,,
59292,222,2824,21595,847,6479,8months-disease-replicate_1,Inh,Pvalb,,
59293,223,9971,21587,2991,6476,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59294,224,6378,21570,1913,6471,8months-disease-replicate_1,Oligo,Oligo1,,135
59295,225,10500,21583,3150,6475,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59297,226,12807,21574,3842,6473,8months-disease-replicate_1,Micro,Micro1,,
59298,227,837,21573,251,6472,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,42.0,
59299,228,5172,21570,1551,6471,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,119
59300,229,9433,21574,2829,6473,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,88
59301,230,4574,21556,1372,6467,8months-disease-replicate_1,Micro,Micro1,,150
59302,231,4028,21565,1208,6470,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59303,232,8797,21554,2639,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,126
59304,233,8105,21573,2431,6472,8months-disease-replicate_1,Inh,Sst,,
59305,234,2448,21556,734,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,
59306,235,1139,21543,341,6463,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,87.0,127
59307,236,7332,21588,2199,6477,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59308,237,11374,21557,3412,6467,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59309,238,7425,21561,2227,6469,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59310,239,9223,21550,2766,6465,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,44
59311,240,7717,21527,2315,6458,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59312,241,11861,21537,3558,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59313,242,17855,21538,5356,6462,8months-disease-replicate_1,Inh,Lamp5,,41
59315,243,280,21534,84,6461,8months-disease-replicate_1,Oligo,Oligo1,152.0,
59316,244,9313,21537,2793,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,53
59317,245,14880,21534,4464,6461,8months-disease-replicate_1,Oligo,Oligo1,,
59318,246,17777,21535,5333,6461,8months-disease-replicate_1,Inh,Cnr1,,19
59319,247,10162,21535,3048,6461,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59320,248,18281,21525,5484,6458,8months-disease-replicate_1,Micro,Micro3,,
59321,249,19024,21543,5707,6463,8months-disease-replicate_1,SMC,S3,,149
59322,250,5015,21530,1504,6459,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,90
59323,251,12956,21515,3886,6455,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59324,252,19162,21514,5748,6455,8months-disease-replicate_1,SMC,S3,,
59325,253,6204,21499,1861,6450,8months-disease-replicate_1,Oligo,Oligo3,,
59327,254,2574,21501,772,6451,8months-disease-replicate_1,Oligo,Oligo1,,
59328,255,10921,21507,3276,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59329,256,18823,21512,5646,6454,8months-disease-replicate_1,Endo,Endo1,,
59330,257,12165,21506,3649,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59331,258,954,21498,286,6450,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,32.0,
59332,259,3661,21494,1098,6449,8months-disease-replicate_1,Astro,Astro1,,
59333,260,4107,21480,1232,6444,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59334,261,2692,21496,807,6449,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59335,262,2784,21479,835,6444,8months-disease-replicate_1,Micro,Micro1,,
59336,263,19093,21486,5727,6446,8months-disease-replicate_1,SMC,S3,,
59337,264,4848,21504,1454,6452,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,88
59338,265,11500,21488,3450,6447,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59339,266,8555,21481,2566,6445,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59340,267,813,21469,243,6441,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,20.0,
59341,268,1595,21482,478,6445,8months-disease-replicate_1,Inh,Sst,164.0,11
59342,269,12345,21469,3703,6441,8months-disease-replicate_1,Astro,Astro1,,
59343,270,10190,21454,3057,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59344,271,9894,21457,2968,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59345,272,18997,21461,5699,6439,8months-disease-replicate_1,SMC,S4,,
59346,273,6922,21472,2076,6442,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,102
59347,274,4308,21455,1292,6437,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59348,275,6822,21449,2046,6435,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,100
59349,276,5987,21445,1796,6434,8months-disease-replicate_1,Endo,Endo2,,
59350,277,19264,21447,5779,6434,8months-disease-replicate_1,SMC,S3,,
59351,278,11018,21431,3305,6430,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59352,279,19172,21441,5751,6433,8months-disease-replicate_1,SMC,S5,,
59354,280,11384,21429,3415,6429,8months-disease-replicate_1,Micro,Micro3,,
59355,281,6326,21411,1897,6424,8months-disease-replicate_1,CTX-Ex,CTX-Ex4,,174
59356,282,19383,21421,5814,6427,8months-disease-replicate_1,SMC,S3,,
59357,283,9371,21419,2811,6426,8months-disease-replicate_1,Endo,Endo2,,54
59358,284,1884,21403,565,6421,8months-disease-replicate_1,Micro,Micro3,,100
59359,285,7599,21424,2279,6428,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59360,286,5364,21417,1609,6425,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,133
59361,287,11982,21404,3594,6422,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59362,288,11286,21406,3385,6422,8months-disease-replicate_1,Micro,Micro3,,
59363,289,1346,21388,403,6417,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,143.0,69
59364,290,7880,21400,2364,6420,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59365,291,10778,21398,3233,6420,8months-disease-replicate_1,CTX-Ex,CTX-Ex3,,
59366,292,18331,21394,5499,6419,8months-disease-replicate_1,Micro,Micro2,,
59367,293,10095,21396,3028,6419,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59368,294,3882,21389,1164,6417,8months-disease-replicate_1,Oligo,Oligo1,,
59369,295,6981,21392,2094,6418,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,132
59370,296,19494,21386,5848,6416,8months-disease-replicate_1,SMC,S3,,
59371,297,10569,21393,3170,6418,8months-disease-replicate_1,Inh,Pvalb,,
59372,298,15623,21382,4686,6415,8months-disease-replicate_1,Astro,Astro1,,
59373,299,1202,21376,360,6413,8months-disease-replicate_1,Astro,Astro1,101.0,111
59374,300,5128,21391,1538,6418,8months-disease-replicate_1,Inh,Pvalb,,70
59376,301,886,21373,265,6412,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,18.0,
59377,302,11824,21373,3547,6412,8months-disease-replicate_1,Endo,Endo1,,
59378,303,8148,21357,2444,6407,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
59379,304,17390,21374,5217,6413,8months-disease-replicate_1,Endo,Endo2,,106
59380,305,9515,21360,2854,6408,8months-disease-replicate_1,Astro,Astro1,,97
59381,306,9436,21370,2830,6411,8months-disease-replicate_1,Astro,Astro1,,73
59382,307,8251,21353,2475,6406,8months-disease-replicate_1,CA2,CA2-Ex,,
59383,308,13410,21342,4023,6403,8months-disease-replicate_1,Inh,Pvalb,,
59384,309,4017,21355,1205,6407,8months-disease-replicate_1,CTX-Ex,CTX-Ex2,,
59386,310,1625,21339,487,6402,8months-disease-replicate_1,Micro,Micro1,,45
59387,311,3511,21366,1053,6410,8months-disease-replicate_1,Micro,Micro3,,
59388,312,9721,21364,2916,6410,8months-disease-replicate_1,OPC,OPC,,
59389,313,9960,21352,2988,6406,8months-disease-replicate_1,CTX-Ex,CTX-Ex1,,
